Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Employee Recognition,Attrition,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Marital Status_Divorced,Marital Status_Married,Marital Status_Single
34,0,24,49376,3,3,2,0,1,72,4,2,1,1,87,1,3,2,0,0,0,0,1,0,0,1,0
48,0,21,67192,4,4,2,1,0,54,1,4,2,2,77,0,1,2,0,0,0,0,0,1,0,1,0
32,1,7,51528,3,2,3,1,0,38,1,1,1,1,52,0,3,2,1,0,1,0,0,0,0,1,0
26,1,11,26528,3,1,3,2,1,95,1,4,2,1,72,0,3,2,1,1,0,0,0,0,0,0,1
47,1,38,59088,1,1,4,2,0,29,3,4,2,2,70,0,2,3,1,0,1,0,0,0,0,1,0
32,1,21,39856,4,4,1,0,0,14,2,0,1,2,87,1,1,1,0,0,0,0,1,0,0,1,0
28,1,16,73736,2,3,3,3,0,78,1,1,1,2,65,1,3,4,0,0,1,0,0,0,0,1,0
50,1,36,53752,4,2,4,1,0,13,1,4,1,2,93,0,1,3,0,0,0,0,1,0,0,1,0
36,0,15,72928,3,3,3,1,0,2,4,0,1,2,51,0,3,3,0,0,0,1,0,0,0,0,1
34,1,8,56064,2,2,3,1,0,91,4,0,1,2,64,0,1,2,1,0,1,0,0,0,0,1,0
18,0,4,45632,2,4,3,0,1,59,3,1,3,3,60,0,1,2,1,1,0,0,0,0,0,1,0
35,0,3,71104,3,4,4,0,1,56,3,1,2,1,65,0,4,4,1,0,0,0,0,1,0,0,1
22,1,1,40664,3,4,4,2,0,31,1,2,1,1,69,0,3,2,1,1,0,0,0,0,0,1,0
28,1,13,57560,1,3,3,2,1,53,2,3,3,2,30,0,1,2,0,0,0,1,0,0,0,0,1
48,1,13,39288,3,3,4,2,0,43,2,4,3,2,59,0,3,1,0,0,0,0,1,0,0,1,0
59,0,7,32896,2,4,4,1,1,82,4,0,1,2,66,0,3,2,1,1,0,0,0,0,0,0,1
44,1,34,49856,3,2,4,0,0,7,2,2,2,2,80,0,3,1,0,0,0,0,1,0,0,0,1
39,1,18,72600,4,3,4,0,1,82,1,1,1,1,74,0,2,2,1,0,0,1,0,0,0,1,0
36,1,19,64600,4,3,3,1,0,21,1,2,2,2,57,0,2,2,1,0,0,1,0,0,0,0,1
30,1,15,29880,3,2,3,0,0,32,3,1,3,1,69,0,3,1,0,1,0,0,0,0,1,0,0
45,1,5,73232,3,2,3,2,1,48,2,0,2,2,33,0,4,3,0,0,0,0,0,1,0,1,0
25,0,6,58256,3,1,2,1,0,26,1,1,3,2,25,0,1,1,1,0,0,0,0,1,0,1,0
30,1,5,88704,2,3,3,1,0,33,5,0,2,2,16,0,3,1,1,0,0,0,0,1,0,0,1
23,1,6,47384,2,2,1,0,0,45,2,2,1,1,50,0,1,1,1,0,0,1,0,0,0,1,0
44,1,31,49264,2,3,3,2,1,41,2,3,1,2,45,0,3,1,0,0,0,0,1,0,1,0,0
51,1,2,79696,3,1,4,1,1,58,4,0,2,2,69,1,3,1,1,0,1,0,0,0,0,0,1
47,1,23,63328,3,2,3,0,0,59,5,1,1,1,84,0,1,1,0,0,0,1,0,0,0,1,0
31,1,23,43024,2,3,1,0,0,62,3,1,1,1,33,0,3,1,1,0,0,0,0,1,0,0,1
33,1,3,62288,3,3,3,1,1,98,2,4,2,3,37,0,2,1,0,0,1,0,0,0,0,1,0
40,1,9,69472,3,2,3,0,0,66,4,0,2,1,75,0,3,1,0,0,0,0,0,1,0,0,1
21,0,1,82560,3,4,4,0,0,14,2,5,3,3,52,0,4,3,0,0,0,0,0,1,0,1,0
33,0,15,80856,1,2,3,3,0,53,4,2,2,1,26,0,2,1,0,0,0,0,0,1,1,0,0
28,1,17,37728,3,4,3,1,0,31,4,1,2,2,37,0,1,1,0,1,0,0,0,0,0,1,0
27,0,10,25144,3,2,4,2,1,96,2,0,2,2,12,0,3,3,0,1,0,0,0,0,1,0,0
44,0,28,52056,4,2,3,2,0,35,3,3,2,3,66,0,1,2,1,0,0,1,0,0,0,1,0
32,1,5,73904,3,3,4,0,1,68,2,0,2,1,84,0,3,2,1,0,0,1,0,0,0,0,1
55,0,33,58000,3,4,3,1,0,53,2,5,2,2,72,0,3,1,0,0,0,1,0,0,0,1,0
30,0,11,34952,3,3,2,0,0,76,2,0,2,3,82,0,3,1,1,1,0,0,0,0,0,1,0
41,0,26,48128,3,4,3,0,0,32,3,3,2,1,104,0,4,3,0,0,0,0,1,0,1,0,0
23,0,3,56064,2,4,3,1,1,84,4,3,2,2,28,0,3,1,1,0,0,1,0,0,1,0,0
40,1,29,62192,3,4,3,0,0,50,1,0,2,2,37,1,2,2,0,0,0,1,0,0,0,1,0
33,0,12,65824,3,3,4,0,0,17,4,2,1,2,13,0,3,2,1,0,0,0,0,1,0,1,0
38,1,19,24128,2,3,2,3,0,14,1,0,2,2,90,0,2,1,1,1,0,0,0,0,0,0,1
38,0,28,54656,1,3,3,0,1,66,3,0,3,1,68,0,3,1,0,0,0,0,1,0,0,0,1
45,1,19,47568,4,3,2,1,0,5,3,2,1,2,60,0,3,1,0,0,0,0,1,0,1,0,0
59,0,41,49512,2,3,3,1,0,44,1,1,3,1,117,0,3,1,0,0,0,0,1,0,0,0,1
47,1,13,30328,1,3,3,0,0,26,3,4,1,3,59,0,2,3,1,1,0,0,0,0,0,1,0
57,1,5,39160,2,2,4,2,0,75,3,0,3,2,78,0,2,1,0,1,0,0,0,0,0,0,1
48,0,38,54480,1,4,3,2,1,73,3,1,2,2,40,0,3,1,1,0,1,0,0,0,0,0,1
36,0,8,84688,2,4,4,0,0,70,4,2,2,3,35,0,3,2,0,0,0,0,0,1,0,1,0
48,1,1,42464,3,2,3,2,0,11,5,2,2,2,55,0,3,1,0,0,0,0,1,0,0,1,0
22,0,2,62312,1,4,2,0,0,64,2,1,1,1,4,0,3,1,1,0,0,1,0,0,1,0,0
40,1,32,48080,3,3,3,2,0,33,3,0,2,3,85,1,1,2,1,0,0,0,1,0,0,0,1
52,1,1,30376,2,4,3,2,1,22,1,1,2,2,56,1,3,1,1,1,0,0,0,0,0,1,0
24,0,5,42424,2,3,3,0,1,3,4,1,1,2,75,1,2,2,0,1,0,0,0,0,0,1,0
24,1,13,105104,3,3,3,0,1,68,3,4,3,2,62,0,3,3,0,0,1,0,0,0,0,1,0
47,1,19,35744,1,1,3,0,0,77,1,1,2,1,75,1,3,1,0,1,0,0,0,0,0,1,0
48,1,20,55088,2,1,1,0,1,95,3,0,2,1,71,0,2,2,1,0,0,0,1,0,0,0,1
48,1,31,62064,2,4,4,2,1,94,3,1,3,2,67,0,1,1,0,0,1,0,0,0,0,1,0
50,0,24,58816,3,2,3,0,0,12,1,2,1,1,87,0,1,2,1,0,0,1,0,0,0,1,0
22,0,1,69688,1,3,3,0,0,90,1,1,2,1,16,0,3,2,1,0,0,0,0,1,0,0,1
45,0,7,47288,1,3,2,0,1,55,3,1,1,3,47,0,3,1,1,0,0,0,1,0,0,1,0
25,1,9,65800,2,3,4,1,0,46,2,1,2,2,49,0,2,2,1,0,0,0,0,1,0,0,1
30,1,2,64464,3,4,3,0,1,63,3,0,1,2,71,1,1,2,0,0,0,0,0,1,1,0,0
58,0,18,69144,1,3,3,2,0,86,1,2,1,3,95,0,1,1,1,0,0,0,0,1,0,0,1
26,1,5,36856,4,4,3,0,1,18,4,0,1,3,77,1,3,2,0,1,0,0,0,0,0,1,0
22,1,10,45448,2,2,3,0,0,35,1,1,2,2,66,1,2,1,0,0,0,0,1,0,0,1,0
42,0,20,33192,3,1,3,3,1,78,2,0,2,2,77,0,1,1,0,1,0,0,0,0,0,1,0
51,1,31,45336,1,3,2,1,0,63,1,0,3,2,98,0,3,1,0,0,0,0,1,0,0,1,0
41,1,4,84328,4,3,3,0,1,25,4,1,2,1,10,0,3,2,0,0,1,0,0,0,0,1,0
58,0,29,73640,2,2,4,0,1,56,3,5,2,1,70,0,3,3,0,0,0,0,0,1,0,1,0
39,0,1,52288,3,3,1,2,1,61,3,0,1,1,17,0,1,1,1,0,0,0,1,0,0,1,0
43,1,1,42112,3,3,3,0,1,5,2,0,1,1,11,1,3,1,0,0,0,0,1,0,0,1,0
46,0,25,63496,3,3,3,1,1,92,2,1,3,2,104,0,1,1,0,0,0,0,0,1,0,0,1
58,0,1,64824,2,2,4,1,0,17,2,3,2,2,20,0,3,1,1,0,0,1,0,0,0,0,1
46,0,17,47544,3,3,3,0,0,12,1,5,1,1,51,0,1,1,0,1,0,0,0,0,0,1,0
56,1,8,48768,2,2,4,1,0,1,1,4,1,2,15,0,1,3,1,0,0,1,0,0,0,1,0
43,1,20,77128,2,4,3,1,0,18,2,3,3,2,96,0,3,3,0,0,0,0,0,1,1,0,0
24,1,5,66936,4,4,3,0,1,17,3,3,1,2,56,0,3,1,0,0,0,1,0,0,0,1,0
42,1,19,84248,3,2,4,0,0,38,3,1,3,2,24,1,3,1,0,0,0,0,0,1,0,0,1
38,0,11,78872,1,3,2,0,1,87,3,0,1,2,17,0,1,3,1,0,0,0,0,1,0,0,1
28,1,15,70584,3,3,3,0,0,16,2,0,2,1,17,0,2,1,1,0,0,1,0,0,0,1,0
28,0,17,74296,3,3,2,1,0,15,3,0,1,2,33,0,1,2,0,0,0,1,0,0,1,0,0
37,1,7,82080,4,4,3,0,1,50,3,3,1,1,63,0,1,2,1,0,0,0,0,1,1,0,0
46,0,15,44640,3,3,3,0,0,2,3,2,1,1,80,0,3,2,1,0,1,0,0,0,0,0,1
33,1,9,49368,3,4,1,2,0,49,4,1,1,2,87,0,3,2,0,0,0,0,1,0,1,0,0
38,0,6,65072,2,3,2,1,0,56,3,0,3,2,74,1,3,3,0,0,1,0,0,0,0,1,0
34,1,11,43104,1,4,4,1,0,21,3,0,3,2,65,0,3,2,0,0,0,0,1,0,0,0,1
36,0,26,54864,1,3,3,1,1,16,2,1,2,1,87,1,3,3,0,0,0,0,1,0,0,1,0
53,1,36,50088,2,4,3,1,0,93,2,0,1,1,112,0,3,2,1,0,0,0,1,0,1,0,0
38,0,28,60128,3,2,3,2,0,12,3,3,1,2,99,0,3,2,1,0,0,1,0,0,0,1,0
39,0,6,71384,4,4,3,0,0,13,4,0,2,2,18,0,4,2,1,0,0,1,0,0,0,0,1
52,1,11,48160,4,4,4,1,1,74,3,0,1,2,78,0,1,1,1,0,0,1,0,0,0,1,0
53,1,12,27016,2,4,4,1,0,93,3,2,1,2,50,0,3,3,1,1,0,0,0,0,1,0,0
23,0,8,65632,1,4,4,2,0,59,1,0,1,2,35,1,3,1,1,0,0,1,0,0,0,0,1
27,1,6,68096,3,2,3,1,0,57,3,1,3,2,39,0,3,1,1,0,1,0,0,0,0,0,1
58,0,19,64880,2,3,1,0,0,87,3,4,2,1,81,0,1,1,0,0,1,0,0,0,0,1,0
48,0,6,63368,2,3,3,0,0,74,4,2,1,2,48,0,3,2,1,0,0,1,0,0,0,0,1
46,0,1,50264,3,2,3,1,0,62,1,0,2,1,15,0,3,2,0,0,0,0,1,0,0,1,0
50,0,1,69208,4,3,4,2,1,90,3,3,2,2,24,0,3,3,1,0,0,1,0,0,1,0,0
19,1,1,44320,2,2,3,0,1,73,3,4,3,3,66,0,1,2,0,0,0,0,1,0,0,1,0
22,0,2,31464,4,2,3,3,1,85,1,0,2,2,32,0,2,2,1,1,0,0,0,0,0,1,0
43,0,15,32288,2,3,2,0,0,22,2,0,1,3,17,0,3,2,1,1,0,0,0,0,0,0,1
32,0,7,69288,4,3,3,1,0,95,1,0,1,1,78,0,4,3,1,0,0,1,0,0,0,1,0
34,1,9,65176,3,3,3,2,0,96,1,1,1,2,58,0,3,1,0,0,0,1,0,0,0,1,0
57,0,46,72448,3,3,4,2,1,58,4,1,2,2,68,1,3,1,0,0,0,1,0,0,0,0,1
33,0,20,73560,4,4,2,1,0,32,2,0,2,1,99,0,2,2,1,0,1,0,0,0,0,0,1
23,1,14,57360,2,4,3,1,0,66,3,1,1,3,81,1,1,1,1,0,0,1,0,0,0,0,1
31,1,2,75656,3,4,4,2,0,11,2,1,1,3,11,1,3,1,0,0,0,0,0,1,0,1,0
58,1,38,68720,2,4,3,0,0,73,1,3,1,2,73,0,1,2,1,0,0,1,0,0,0,0,1
35,0,2,51536,3,3,3,1,0,52,3,3,2,1,41,1,3,1,1,0,0,0,0,1,0,0,1
38,1,4,88752,3,3,3,0,0,29,4,0,1,3,73,0,3,2,1,0,1,0,0,0,0,0,1
38,0,5,64432,1,1,3,1,0,46,2,0,3,2,51,1,1,4,1,0,0,0,0,1,0,0,1
32,1,14,70312,2,3,3,1,0,98,1,2,2,1,83,0,2,3,0,0,1,0,0,0,0,1,0
33,1,11,80952,3,3,2,2,1,18,1,0,1,3,70,0,3,1,1,0,1,0,0,0,1,0,0
52,0,40,67800,2,2,3,0,0,40,2,3,1,2,103,0,3,2,0,0,0,1,0,0,0,1,0
55,1,29,76520,3,3,4,0,0,67,1,4,1,3,85,0,2,1,0,0,0,0,0,1,0,1,0
25,0,10,50584,4,4,1,1,0,69,3,0,3,3,30,0,2,3,0,0,0,0,1,0,0,1,0
56,1,47,84960,2,4,4,2,0,43,2,0,1,3,66,0,1,3,0,0,0,0,0,1,0,1,0
56,0,34,79712,2,3,3,2,0,67,4,2,1,1,74,1,1,1,1,0,0,0,0,1,0,1,0
59,0,12,48352,3,2,3,0,0,85,2,1,2,2,16,0,1,2,0,1,0,0,0,0,0,1,0
40,1,29,34176,1,3,3,1,0,85,3,2,1,3,92,0,3,3,0,1,0,0,0,0,0,1,0
19,0,8,62680,4,1,3,2,0,62,1,6,1,2,16,0,3,1,1,0,0,1,0,0,0,1,0
27,1,5,71256,3,2,3,0,0,72,4,0,2,2,82,0,3,3,1,0,0,0,0,1,0,0,1
26,0,8,67248,1,3,3,2,0,68,1,0,1,2,28,0,1,1,1,0,0,0,0,1,1,0,0
51,1,42,59888,3,3,1,1,0,78,1,1,1,1,117,0,1,1,0,0,0,0,0,1,0,1,0
40,0,31,37896,3,4,3,0,1,5,3,1,3,3,37,0,2,4,0,1,0,0,0,0,0,1,0
56,0,30,91408,2,3,2,0,0,98,5,3,2,2,52,0,3,1,0,0,1,0,0,0,0,1,0
33,0,14,52384,4,1,4,0,1,24,2,3,3,1,69,0,1,2,0,0,1,0,0,0,0,1,0
22,1,12,45128,3,3,2,2,0,83,1,1,2,2,88,0,2,1,1,0,0,0,1,0,1,0,0
42,0,23,67656,3,3,3,0,1,10,1,5,3,1,97,0,3,3,0,0,0,1,0,0,0,1,0
52,0,11,45216,1,3,3,0,0,9,1,4,3,3,22,0,3,2,0,0,0,0,1,0,1,0,0
46,0,5,81432,4,3,2,0,0,68,3,5,2,2,56,0,2,3,0,0,0,0,0,1,0,1,0
34,1,15,45048,3,3,3,2,1,74,3,0,3,1,26,0,3,2,0,0,0,0,1,0,0,1,0
56,1,41,83880,2,1,3,0,1,1,4,0,1,1,78,0,3,3,1,0,0,0,0,1,0,1,0
49,1,16,86448,2,2,3,1,0,21,1,0,3,3,20,1,3,2,0,0,0,0,0,1,0,0,1
58,1,39,58080,3,3,1,0,1,67,2,4,2,3,77,0,2,4,1,0,1,0,0,0,0,1,0
26,1,9,43296,4,3,3,2,1,14,4,1,1,3,34,0,4,3,1,1,0,0,0,0,0,1,0
43,1,13,80016,3,3,3,0,0,62,3,5,1,2,59,0,3,3,0,0,0,0,0,1,0,1,0
52,0,34,59888,3,3,3,0,1,13,3,4,2,2,54,0,3,1,0,0,0,1,0,0,1,0,0
38,0,10,57656,1,2,3,0,0,5,3,2,1,2,80,0,3,1,0,0,0,0,0,1,0,1,0
29,1,10,80896,3,3,3,2,0,40,2,0,1,2,68,0,1,2,1,0,1,0,0,0,0,0,1
40,1,17,30168,3,1,3,1,0,94,2,1,2,2,20,0,3,3,0,1,0,0,0,0,1,0,0
49,0,29,39448,3,3,3,0,0,51,4,1,3,2,77,1,3,1,0,1,0,0,0,0,0,0,1
46,1,21,60080,3,2,3,1,0,49,3,1,3,3,74,0,3,2,0,0,0,0,0,1,0,1,0
31,0,23,75552,1,3,4,2,1,10,4,0,3,1,55,0,2,1,1,0,0,0,0,1,0,1,0
29,0,19,69920,3,3,2,2,1,86,4,0,2,1,71,0,3,3,1,0,0,0,0,1,0,1,0
43,1,30,46416,2,1,3,1,0,76,4,3,2,1,65,0,3,1,0,0,0,0,1,0,0,1,0
44,1,31,36480,2,3,3,0,1,70,3,2,2,1,44,1,1,4,1,1,0,0,0,0,0,0,1
45,1,24,54376,4,3,3,1,0,15,2,0,1,2,51,0,1,1,1,0,1,0,0,0,0,1,0
26,0,10,34424,3,1,4,0,0,83,1,4,1,2,42,0,1,2,1,1,0,0,0,0,0,0,1
29,1,7,48496,3,3,3,1,0,23,2,0,1,1,55,1,4,2,0,1,0,0,0,0,0,1,0
46,1,22,47288,2,1,3,0,0,32,3,0,2,1,41,1,1,2,1,0,0,1,0,0,0,0,1
45,1,30,43120,4,4,3,3,1,83,1,3,1,3,60,0,3,1,1,1,0,0,0,0,0,0,1
44,0,11,49776,2,3,4,0,1,45,3,2,2,2,83,0,1,3,1,0,0,0,1,0,0,0,1
34,0,21,47640,3,1,3,0,0,36,4,0,1,2,25,0,3,4,1,0,0,0,1,0,1,0,0
45,1,11,45096,3,2,3,0,1,24,1,2,2,3,47,1,3,1,0,1,0,0,0,0,0,1,0
47,0,7,60848,4,1,3,1,0,3,2,1,2,3,54,1,1,1,1,0,0,0,0,1,0,0,1
24,0,1,43872,4,1,3,1,1,48,4,4,1,2,15,0,2,1,1,0,1,0,0,0,0,0,1
43,0,18,64864,2,3,2,2,0,55,3,1,2,3,96,0,3,2,1,0,0,0,0,1,0,1,0
52,0,28,80576,3,2,3,0,0,39,3,3,2,1,35,0,3,3,0,0,1,0,0,0,0,1,0
36,1,21,57432,2,1,3,2,0,32,2,0,2,1,42,0,3,3,0,0,0,1,0,0,0,1,0
39,1,11,104408,4,4,3,0,1,70,2,1,2,2,28,0,3,1,1,0,1,0,0,0,0,0,1
19,1,5,74608,1,3,2,0,1,88,4,3,1,2,43,0,2,2,1,0,0,1,0,0,0,0,1
51,0,43,38928,4,3,4,0,1,31,1,1,2,1,117,0,3,1,0,1,0,0,0,0,0,1,0
56,0,5,52080,3,3,4,0,0,2,1,1,3,2,41,1,2,2,0,0,0,1,0,0,0,1,0
23,1,7,72680,3,3,2,1,0,90,3,1,1,2,61,0,1,2,1,0,0,0,0,1,0,1,0
58,0,4,31496,4,4,1,0,0,38,4,1,1,3,72,1,3,2,0,1,0,0,0,0,0,1,0
28,0,5,38480,1,3,3,0,0,83,4,0,1,2,53,0,1,1,1,1,0,0,0,0,0,1,0
37,1,11,56800,2,4,3,1,1,27,3,0,3,2,51,0,3,2,0,0,0,1,0,0,0,1,0
28,1,10,43096,2,3,3,1,1,80,4,0,1,2,66,0,3,2,0,1,0,0,0,0,0,1,0
58,1,12,58640,3,3,3,1,1,78,4,1,1,2,83,0,3,1,0,0,0,1,0,0,0,1,0
41,0,27,42832,3,3,3,2,0,20,2,1,1,2,87,0,3,1,0,1,0,0,0,0,0,0,1
27,1,2,92880,3,4,4,1,0,46,3,0,3,2,21,0,3,3,0,0,1,0,0,0,0,0,1
36,1,12,58696,4,3,3,3,1,14,1,4,1,2,50,0,3,2,0,0,0,0,0,1,0,1,0
52,1,17,61152,3,3,4,3,1,97,4,2,2,1,45,0,2,4,0,0,1,0,0,0,0,1,0
35,1,15,32928,3,2,3,1,0,10,2,5,1,3,91,0,3,4,1,1,0,0,0,0,0,0,1
49,0,14,51960,3,3,3,2,0,80,2,0,2,2,53,0,2,3,0,0,0,0,1,0,0,0,1
58,0,39,55528,2,4,2,3,0,15,1,1,2,1,53,0,2,2,1,0,0,1,0,0,0,0,1
40,0,21,46600,3,3,3,0,0,48,2,0,2,1,92,1,4,1,1,0,0,0,1,0,0,0,1
34,0,1,51088,3,3,2,1,0,63,4,0,2,2,76,0,2,2,0,0,0,0,1,0,0,1,0
59,0,15,46136,3,3,3,1,0,81,2,0,1,3,37,1,2,2,1,0,0,0,1,0,0,1,0
59,1,24,53152,1,3,2,2,0,79,1,4,1,3,73,0,3,3,1,0,0,0,1,0,0,0,1
41,1,10,45720,3,3,3,2,0,21,3,1,1,1,77,0,3,1,0,1,0,0,0,0,0,1,0
23,1,9,58440,1,2,4,1,1,65,3,0,1,1,38,0,3,1,0,0,0,0,0,1,0,1,0
32,0,22,51352,2,4,3,0,1,20,1,3,2,1,97,0,3,2,1,0,0,0,1,0,0,0,1
44,0,33,72096,1,3,3,1,0,60,5,0,1,2,92,0,3,1,0,0,0,0,0,1,0,1,0
25,0,9,36512,4,2,4,3,1,34,3,0,1,1,79,1,2,1,0,1,0,0,0,0,0,1,0
53,0,12,68280,2,4,3,0,1,64,3,0,3,2,43,0,3,1,0,0,0,0,0,1,0,1,0
50,0,15,51488,3,4,4,2,0,45,3,1,2,3,52,0,3,2,0,0,0,1,0,0,0,1,0
30,0,6,49288,4,3,3,0,0,55,4,1,1,2,23,0,3,1,1,0,0,0,1,0,0,0,1
47,1,35,72864,3,3,3,2,1,25,4,1,3,2,99,0,3,1,0,0,0,0,0,1,0,0,1
25,1,3,73608,1,4,3,1,1,26,3,0,3,2,17,0,1,1,1,0,1,0,0,0,0,0,1
44,0,6,59424,3,3,1,0,1,46,2,0,1,1,28,1,3,1,1,0,0,1,0,0,0,0,1
23,1,1,38448,1,3,3,0,0,20,2,4,3,2,56,0,3,3,0,1,0,0,0,0,0,0,1
32,0,23,48040,3,2,4,3,1,33,3,1,2,2,69,0,1,2,0,0,0,0,1,0,0,0,1
26,1,7,45992,2,2,3,0,1,77,1,0,2,2,50,0,2,1,0,0,0,0,1,0,0,1,0
24,0,14,28752,3,3,3,0,0,48,2,1,2,3,73,0,3,2,0,1,0,0,0,0,0,1,0
59,1,34,101800,1,2,3,0,0,18,1,0,2,2,79,0,4,1,0,0,1,0,0,0,0,1,0
20,0,1,36616,3,1,2,0,0,37,1,0,2,2,37,1,1,1,1,1,0,0,0,0,0,0,1
30,1,9,104560,2,3,3,1,0,96,3,0,2,3,53,1,3,2,1,0,0,0,0,1,1,0,0
52,1,21,61760,2,2,2,0,1,92,1,1,2,1,97,0,3,1,1,0,1,0,0,0,0,0,1
27,1,3,40744,4,1,3,0,0,31,3,2,2,2,36,0,3,2,1,1,0,0,0,0,0,0,1
59,1,29,61856,2,1,2,0,1,90,2,4,3,1,48,0,3,2,1,0,0,0,0,1,1,0,0
56,0,35,69248,2,1,3,1,1,89,3,1,2,3,42,0,3,3,0,0,0,0,0,1,0,1,0
30,1,13,49784,4,3,3,0,1,92,3,0,3,2,65,0,2,3,0,0,0,0,0,1,0,0,1
45,1,12,78568,4,3,3,0,0,96,4,5,2,2,39,0,2,2,0,0,0,1,0,0,0,1,0
32,0,14,82048,2,3,2,0,0,77,2,1,2,1,78,0,2,1,0,0,1,0,0,0,0,1,0
26,0,3,80664,2,4,1,2,0,73,1,2,2,2,33,0,3,3,1,0,0,0,0,1,0,1,0
28,0,10,48408,4,3,3,0,0,19,4,0,1,2,32,0,3,3,1,0,0,0,1,0,1,0,0
18,1,4,68120,4,2,3,0,0,48,2,1,2,3,44,1,3,1,1,0,1,0,0,0,0,0,1
44,1,35,42960,2,2,3,1,0,24,3,1,2,3,91,0,2,3,0,1,0,0,0,0,0,0,1
56,0,32,49392,3,2,3,1,0,60,1,0,1,2,86,0,3,1,1,1,0,0,0,0,0,0,1
23,0,11,77952,1,2,4,1,1,51,1,1,3,2,53,0,2,1,1,0,1,0,0,0,0,0,1
48,0,5,60488,3,3,3,0,0,33,3,1,1,2,76,0,1,4,0,0,0,1,0,0,1,0,0
21,1,5,58328,1,1,4,2,0,77,1,5,2,1,24,0,3,2,1,0,0,1,0,0,0,0,1
56,1,47,52824,4,2,3,1,0,43,4,1,1,2,113,0,3,1,1,0,0,0,1,0,0,0,1
39,1,15,89768,3,3,3,1,1,15,3,1,1,2,54,0,3,1,0,0,0,0,0,1,0,0,1
55,0,25,48336,4,3,2,0,1,55,4,1,3,2,68,1,1,3,0,0,0,0,1,0,0,0,1
19,0,4,58800,3,4,4,1,0,32,3,1,1,2,6,0,1,3,1,0,1,0,0,0,0,0,1
20,0,2,74616,2,3,3,1,0,81,2,4,1,2,23,1,4,1,1,0,1,0,0,0,0,1,0
49,0,10,59592,3,3,3,0,1,97,2,0,2,3,81,0,3,3,1,0,0,0,0,1,0,0,1
45,0,6,88312,2,3,3,1,0,98,1,1,2,2,60,0,3,2,0,0,1,0,0,0,0,1,0
47,1,22,84728,3,3,2,1,0,99,4,0,1,1,29,1,3,2,0,0,0,0,0,1,0,0,1
37,0,5,35280,4,3,4,0,0,2,2,3,2,2,62,0,3,1,0,1,0,0,0,0,0,1,0
44,0,22,31232,3,3,3,1,0,59,2,0,3,2,99,0,3,2,1,1,0,0,0,0,0,0,1
53,1,8,38352,2,3,2,0,0,48,2,4,1,2,28,0,2,3,1,1,0,0,0,0,0,1,0
21,1,10,63384,3,3,3,1,1,47,2,2,2,2,85,0,4,4,0,0,1,0,0,0,0,1,0
28,1,18,36680,3,3,4,2,0,60,4,3,3,1,21,0,3,1,0,1,0,0,0,0,0,0,1
33,1,2,72400,2,3,2,0,0,49,2,0,3,1,11,0,2,1,0,0,1,0,0,0,0,0,1
22,1,2,61048,3,3,3,0,1,15,4,3,1,1,41,0,3,2,1,0,0,1,0,0,0,1,0
23,1,13,51200,3,2,3,2,0,31,1,0,1,1,48,0,2,3,0,0,0,1,0,0,0,1,0
22,0,10,64992,1,2,4,0,0,72,3,1,2,1,42,0,3,1,0,0,0,1,0,0,0,0,1
34,1,20,61040,3,4,3,0,0,80,3,6,2,1,31,0,1,2,0,0,0,1,0,0,0,1,0
36,0,15,68112,4,2,4,0,0,33,2,2,2,2,85,0,3,1,0,0,0,0,0,1,0,0,1
31,1,10,49424,4,2,3,3,0,9,2,3,1,2,64,0,3,3,0,0,0,0,1,0,0,1,0
44,0,28,40360,2,2,3,0,0,32,2,4,2,1,57,0,2,2,0,1,0,0,0,0,0,0,1
38,1,22,48312,2,3,2,0,0,59,4,3,2,2,33,0,1,3,1,0,0,0,1,0,1,0,0
44,1,6,64176,4,3,3,0,0,45,1,0,2,1,18,0,3,1,0,0,0,1,0,0,0,1,0
20,0,8,38976,2,4,3,0,0,28,1,2,1,3,75,0,3,1,1,1,0,0,0,0,0,0,1
59,1,49,26968,2,3,3,0,1,71,2,2,2,1,109,0,3,1,1,1,0,0,0,0,0,1,0
35,0,9,36704,3,3,3,0,0,4,3,0,2,2,48,1,3,1,0,1,0,0,0,0,0,0,1
27,0,4,66256,3,3,3,0,0,17,3,1,2,2,69,0,1,1,1,0,0,1,0,0,0,0,1
31,1,22,103544,1,1,4,2,0,20,3,3,2,1,42,0,1,1,1,0,0,0,0,1,0,0,1
26,0,8,69536,3,1,1,0,1,92,1,5,3,2,69,0,3,1,1,0,0,0,0,1,0,0,1
48,0,29,26800,2,4,4,0,0,97,2,2,3,2,94,0,1,1,0,1,0,0,0,0,0,1,0
40,1,21,73504,3,4,4,0,1,55,3,1,1,3,79,0,3,3,0,0,0,1,0,0,1,0,0
31,1,21,29448,2,2,3,0,0,5,4,0,2,2,74,0,2,3,0,1,0,0,0,0,1,0,0
49,1,31,25896,3,1,3,1,0,17,1,1,2,3,84,1,3,3,0,1,0,0,0,0,0,1,0
44,1,23,68704,3,3,3,0,0,99,2,4,2,3,79,0,1,2,1,0,0,1,0,0,0,0,1
49,1,6,47304,4,3,4,1,0,5,1,1,1,2,85,0,1,2,1,0,0,0,1,0,0,0,1
